Date,Plant_ID,Plant_Name,Machine_ID,Machine_Type,Product_Line,Shift,Production_Units,Production_Value,Target_Production,Availability,Performance,Quality_Rate,OEE
03-01-2023,P02,Chennai,M006,Press,Brakes,Night,734,300940,834,90,85,97,63.4
03-01-2023,P02,Chennai,M007,Drill,Suspension,Morning,823,345660,907,85,95,97,68.54
03-01-2023,P02,Chennai,M008,Lathe,Transmission,Night,984,369984,1074,75,85,98,56.44
03-01-2023,P02,Chennai,M009,Grinder,Transmission,Morning,863,318447,843,92,94,96,81.76
03-01-2023,P02,Chennai,M010,Welder,Transmission,Morning,1026,368334,1067,85,90,96,66.75
03-01-2023,P02,Chennai,M011,Press,Engine Parts,Night,940,349680,996,82,91,95,71.25
03-01-2023,P02,Chennai,M012,CNC,Chassis,Night,984,411312,1102,90,86,95,59.65
03-01-2023,P02,Chennai,M013,Grinder,Engine Parts,Morning,944,376656,933,91,95,98,74.92
03-01-2023,P02,Chennai,M014,Drill,Exhaust,Morning,1107,438372,1199,96,87,97,73.53
03-01-2023,P02,Chennai,M015,Lathe,Chassis,Night,1050,400050,1110,82,79,96,59.84
03-01-2023,P02,Chennai,M016,Press,Engine Parts,Night,1130,454260,1111,88,80,98,61.02
03-01-2023,P02,Chennai,M017,CNC,Exhaust,Night,990,401940,1073,82,84,98,59.82
03-01-2023,P02,Chennai,M018,Milling,Exhaust,Morning,1103,399286,1130,93,90,96,74.98
03-01-2023,P02,Chennai,M019,Milling,Engine Parts,Morning,842,340168,820,94,86,96,65.22
03-01-2023,P02,Chennai,M020,Drill,Suspension,Night,782,298724,816,86,92,97,73.69
03-01-2023,P02,Chennai,M021,Lathe,Engine Parts,Night,1087,441322,1105,79,84,95,58.33
03-01-2023,P02,Chennai,M022,Press,Engine Parts,Morning,830,335320,851,90,94,99,72.56
03-01-2023,P02,Chennai,M023,Press,Suspension,Morning,1058,387228,1112,91,95,96,75.28
03-01-2023,P02,Chennai,M024,Grinder,Exhaust,Morning,1094,415720,1065,87,95,98,79.03
03-01-2023,P02,Chennai,M025,Drill,Suspension,Night,1041,407031,1162,79,78,98,60.13
03-01-2023,P03,Gurgaon,M001,Press,Brakes,Morning,802,314384,920,95,93,98,69.64
03-01-2023,P03,Gurgaon,M002,Press,Chassis,Morning,908,334144,875,94,89,97,79.45
03-01-2023,P03,Gurgaon,M003,Welder,Engine Parts,Morning,927,375435,937,88,92,96,71.2
03-01-2023,P03,Gurgaon,M004,Grinder,Engine Parts,Morning,1049,418551,1149,98,90,96,77.43
03-01-2023,P03,Gurgaon,M005,Welder,Brakes,Morning,1063,424137,1133,94,95,99,77.75
03-01-2023,P03,Gurgaon,M006,Drill,Chassis,Night,1088,400384,1131,85,81,97,64.56
03-01-2023,P03,Gurgaon,M007,Press,Exhaust,Morning,857,349656,886,94,90,97,78.84
03-01-2023,P03,Gurgaon,M008,Milling,Chassis,Morning,1072,432016,1125,91,85,96,64.97
03-01-2023,P03,Gurgaon,M009,Drill,Transmission,Night,1082,387356,1114,90,81,95,67.07
03-01-2023,P03,Gurgaon,M010,Grinder,Chassis,Night,1028,378304,1039,90,81,96,60.27
03-01-2023,P03,Gurgaon,M011,Drill,Brakes,Night,1078,377300,1162,89,85,97,68.6
03-01-2023,P03,Gurgaon,M012,Press,Exhaust,Night,1010,424200,1123,89,79,97,62.07
03-01-2023,P03,Gurgaon,M013,Lathe,Chassis,Night,1153,440446,1162,89,92,96,76.08
03-01-2023,P03,Gurgaon,M014,Grinder,Transmission,Morning,1091,442946,1182,89,93,99,74.76
03-01-2023,P03,Gurgaon,M015,Lathe,Exhaust,Night,1045,372020,1146,77,81,96,50.01
03-01-2023,P03,Gurgaon,M016,Lathe,Exhaust,Morning,996,356568,965,93,96,98,81.55
03-01-2023,P03,Gurgaon,M017,Grinder,Exhaust,Morning,942,355134,968,89,94,97,69.51
03-01-2023,P03,Gurgaon,M018,Press,Exhaust,Night,834,299406,968,79,91,96,63.7
03-01-2023,P03,Gurgaon,M019,Grinder,Exhaust,Night,928,334080,995,81,92,95,65.8
03-01-2023,P03,Gurgaon,M020,Welder,Transmission,Morning,940,370360,1104,93,89,98,74.63
03-01-2023,P03,Gurgaon,M021,Drill,Brakes,Night,977,395685,967,76,88,98,55.19
03-01-2023,P03,Gurgaon,M022,Welder,Exhaust,Morning,956,334600,915,86,89,98,67.59
03-01-2023,P03,Gurgaon,M023,Welder,Suspension,Night,804,290244,884,76,79,96,52.31
03-01-2023,P03,Gurgaon,M024,Drill,Transmission,Night,896,325248,1040,82,90,98,64.49
03-01-2023,P03,Gurgaon,M025,Press,Suspension,Morning,908,356844,888,85,91,99,66.09
03-01-2023,P04,Bengaluru,M001,Press,Suspension,Night,982,401638,1007,75,82,96,49.24
03-01-2023,P04,Bengaluru,M002,CNC,Chassis,Night,989,360985,1146,76,79,95,53.05
03-01-2023,P04,Bengaluru,M003,Welder,Chassis,Night,835,344020,892,82,81,97,60.96
03-01-2023,P04,Bengaluru,M004,Press,Brakes,Night,967,361658,936,83,79,95,61.2
03-01-2023,P04,Bengaluru,M005,Welder,Transmission,Night,992,370016,1108,75,78,96,51.93
03-01-2023,P04,Bengaluru,M006,CNC,Chassis,Morning,864,345600,1016,89,94,99,73.59
03-01-2023,P04,Bengaluru,M007,Drill,Transmission,Night,894,317370,906,79,92,97,61.31
03-01-2023,P04,Bengaluru,M008,Lathe,Suspension,Morning,1034,397056,1166,96,91,97,76.26
03-01-2023,P04,Bengaluru,M009,Drill,Suspension,Night,919,362086,1007,76,85,98,55.78
03-01-2023,P04,Bengaluru,M010,Welder,Brakes,Morning,855,331740,905,87,93,99,65.46
03-01-2023,P04,Bengaluru,M011,Milling,Engine Parts,Night,1006,385298,1039,78,78,95,47.92
03-01-2023,P04,Bengaluru,M012,Grinder,Exhaust,Night,794,296162,845,86,85,97,66.99
03-01-2023,P04,Bengaluru,M013,Grinder,Suspension,Morning,908,321432,895,97,86,96,72.57
03-01-2023,P04,Bengaluru,M014,CNC,Suspension,Night,759,317262,813,90,78,97,63.3
03-01-2023,P04,Bengaluru,M015,Lathe,Transmission,Night,769,318366,828,85,82,98,59.54
03-01-2023,P04,Bengaluru,M016,Lathe,Brakes,Night,1074,448932,1133,88,91,98,72.69
03-01-2023,P04,Bengaluru,M017,Lathe,Engine Parts,Morning,883,366445,1016,89,97,99,68.95
03-01-2023,P04,Bengaluru,M018,Milling,Suspension,Morning,1074,399528,1114,88,93,97,68.49
03-01-2023,P04,Bengaluru,M019,Press,Transmission,Morning,893,320587,959,90,91,99,64.89
03-01-2023,P04,Bengaluru,M020,CNC,Transmission,Morning,776,321264,805,93,89,98,69.61
03-01-2023,P04,Bengaluru,M021,Drill,Brakes,Morning,790,324690,901,89,85,99,66.25
03-01-2023,P04,Bengaluru,M022,Lathe,Exhaust,Night,935,347820,1004,89,85,97,61.9
03-01-2023,P04,Bengaluru,M023,Press,Brakes,Night,1132,397332,1162,81,79,96,54.02
03-01-2023,P04,Bengaluru,M024,Press,Suspension,Morning,1095,396390,1089,97,88,97,75.24
03-01-2023,P04,Bengaluru,M025,Lathe,Transmission,Night,876,312732,951,80,88,98,65.74
03-01-2023,P05,Delhi,M001,Grinder,Chassis,Night,1143,426339,1148,90,88,98,64.46
03-01-2023,P05,Delhi,M002,Drill,Chassis,Morning,976,352336,1052,93,91,98,82.05
03-01-2023,P05,Delhi,M003,Lathe,Transmission,Night,968,350416,1092,81,78,96,53
03-01-2023,P05,Delhi,M004,Drill,Chassis,Night,854,321958,877,76,83,96,49.58
03-01-2023,P05,Delhi,M005,Drill,Engine Parts,Morning,846,296100,914,87,91,98,72.08
03-01-2023,P05,Delhi,M006,Milling,Transmission,Night,1179,426798,1165,88,83,96,61.93
03-01-2023,P05,Delhi,M007,Grinder,Brakes,Night,1096,405520,1051,86,80,95,58.14
03-01-2023,P05,Delhi,M008,Grinder,Transmission,Night,817,290035,925,75,92,95,58.77
03-01-2023,P05,Delhi,M009,CNC,Chassis,Night,1111,416625,1116,86,84,97,69.35
03-01-2023,P05,Delhi,M010,Grinder,Suspension,Night,880,365200,1022,90,83,95,59.84
03-01-2023,P05,Delhi,M011,Milling,Transmission,Night,839,337278,861,90,86,98,62.6
03-01-2023,P05,Delhi,M012,CNC,Brakes,Night,1184,460576,1191,84,86,95,58.15
03-01-2023,P05,Delhi,M013,Milling,Engine Parts,Night,1047,390531,1179,88,78,95,55.41
03-01-2023,P05,Delhi,M014,Milling,Engine Parts,Morning,700,266700,815,93,91,97,70.14
03-01-2023,P05,Delhi,M015,Grinder,Engine Parts,Morning,965,387930,1037,88,94,96,67.18
03-01-2023,P05,Delhi,M016,CNC,Brakes,Night,879,327867,976,82,86,96,60.36
03-01-2023,P05,Delhi,M017,Grinder,Chassis,Morning,813,313818,940,96,92,97,77.73
03-01-2023,P05,Delhi,M018,Lathe,Transmission,Morning,906,368742,950,88,89,97,62.23
03-01-2023,P05,Delhi,M019,Press,Chassis,Night,897,372255,989,77,92,97,61.45
03-01-2023,P05,Delhi,M020,Welder,Suspension,Morning,989,395600,953,93,91,98,68.95
03-01-2023,P05,Delhi,M021,Welder,Transmission,Night,753,309483,846,77,78,96,53.65
03-01-2023,P05,Delhi,M022,Milling,Chassis,Night,988,368524,966,75,78,95,46.21
03-01-2023,P05,Delhi,M023,Grinder,Chassis,Morning,818,292026,952,85,94,97,72.59
03-01-2023,P05,Delhi,M024,Press,Chassis,Morning,797,301266,935,93,97,98,77.32
03-01-2023,P05,Delhi,M025,Lathe,Suspension,Night,1163,453570,1134,85,90,97,67.61
04-01-2023,P01,Pune,M001,Milling,Chassis,Night,943,354568,966,79,91,95,57.43
04-01-2023,P01,Pune,M002,Drill,Brakes,Night,1036,426832,1027,81,84,98,62.85
04-01-2023,P01,Pune,M003,Welder,Suspension,Night,1061,376655,1042,76,81,95,54.78
04-01-2023,P01,Pune,M004,Lathe,Transmission,Night,872,350544,931,85,86,96,59.64
04-01-2023,P01,Pune,M005,Milling,Exhaust,Night,668,251836,1114,75,88,97,46.8
04-01-2023,P01,Pune,M006,Welder,Exhaust,Night,1019,400467,1145,80,81,97,60.75
04-01-2023,P01,Pune,M007,Welder,Chassis,Morning,1132,432424,1106,97,94,99,78.41
04-01-2023,P01,Pune,M008,Press,Exhaust,Night,1065,404700,1131,77,83,97,59.33
04-01-2023,P01,Pune,M009,Welder,Transmission,Morning,920,328440,1028,96,96,97,84.68
04-01-2023,P01,Pune,M010,Press,Suspension,Night,1083,425619,1046,75,82,96,47.29
04-01-2023,P01,Pune,M011,Welder,Suspension,Morning,1162,483392,1182,95,95,96,79.79
04-01-2023,P01,Pune,M012,Press,Brakes,Morning,894,327204,918,86,87,98,65.84
04-01-2023,P01,Pune,M013,Milling,Engine Parts,Morning,998,365268,1112,97,94,96,83.97
04-01-2023,P01,Pune,M014,Welder,Engine Parts,Night,828,317124,869,82,89,97,71.93
04-01-2023,P01,Pune,M015,Welder,Suspension,Night,971,404907,1084,75,88,96,64.05
04-01-2023,P01,Pune,M016,Press,Engine Parts,Morning,919,385980,1024,88,86,97,72.7
04-01-2023,P01,Pune,M017,CNC,Suspension,Night,1184,497280,1194,78,78,98,50.12
04-01-2023,P01,Pune,M018,CNC,Suspension,Night,907,347381,871,83,78,96,52.75
04-01-2023,P01,Pune,M019,Drill,Transmission,Night,956,367104,1118,90,80,95,65.34
04-01-2023,P01,Pune,M020,Lathe,Chassis,Night,816,320688,899,85,78,98,59.96
04-01-2023,P01,Pune,M021,Press,Exhaust,Morning,776,308072,908,89,91,99,72.55
04-01-2023,P01,Pune,M022,Grinder,Brakes,Night,1000,368000,974,89,91,98,71.04
04-01-2023,P01,Pune,M023,Press,Brakes,Morning,982,389854,946,87,93,99,75.31
04-01-2023,P01,Pune,M024,CNC,Chassis,Morning,876,349524,1009,96,97,97,80.38
04-01-2023,P01,Pune,M025,Drill,Transmission,Night,962,395382,1092,86,80,95,65.09
04-01-2023,P02,Chennai,M001,Milling,Transmission,Morning,1028,359800,1125,96,94,97,76.6
04-01-2023,P02,Chennai,M002,Welder,Chassis,Morning,976,373808,985,97,85,96,73.93
04-01-2023,P02,Chennai,M003,Press,Engine Parts,Night,931,387296,999,88,89,98,69.92
04-01-2023,P02,Chennai,M004,Milling,Suspension,Morning,1194,429840,1186,97,86,97,76.53
04-01-2023,P02,Chennai,M005,CNC,Chassis,Night,963,354384,959,82,86,97,56.22
04-01-2023,P02,Chennai,M006,Press,Transmission,Morning,861,312543,901,90,86,97,70.5
04-01-2023,P02,Chennai,M007,Drill,Suspension,Night,863,330529,925,80,86,98,64.83
04-01-2023,P02,Chennai,M008,Lathe,Exhaust,Morning,889,318262,1002,98,89,98,83.64
04-01-2023,P02,Chennai,M009,Grinder,Chassis,Morning,1066,400816,1159,89,96,96,68.71
04-01-2023,P02,Chennai,M010,Welder,Exhaust,Night,845,342225,899,82,82,98,65.05
04-01-2023,P02,Chennai,M011,Press,Transmission,Morning,1006,355118,1040,94,91,97,75.62
04-01-2023,P02,Chennai,M012,CNC,Transmission,Morning,771,306858,830,90,87,96,70.19
04-01-2023,P02,Chennai,M013,Grinder,Suspension,Morning,871,348400,1024,91,86,98,67.53
04-01-2023,P02,Chennai,M014,Drill,Chassis,Night,1158,475938,1113,90,84,98,67.04
04-01-2023,P02,Chennai,M015,Lathe,Exhaust,Night,716,287116,836,84,85,96,59.2
04-01-2023,P02,Chennai,M016,Press,Suspension,Morning,804,332052,862,98,90,97,69.14
04-01-2023,P02,Chennai,M017,CNC,Exhaust,Morning,1032,379776,1139,85,91,96,63.5
04-01-2023,P02,Chennai,M018,Milling,Suspension,Night,995,353225,968,89,84,97,65.41
04-01-2023,P02,Chennai,M019,Milling,Brakes,Morning,938,339556,958,85,86,99,67.62
04-01-2023,P02,Chennai,M020,Drill,Suspension,Night,982,401638,1014,82,78,97,55.28
04-01-2023,P02,Chennai,M021,Lathe,Brakes,Night,923,352586,947,82,91,98,71.56
04-01-2023,P02,Chennai,M022,Press,Exhaust,Morning,849,306489,849,97,85,99,79.16
04-01-2023,P02,Chennai,M023,Press,Brakes,Morning,877,352554,873,97,95,97,77.36
04-01-2023,P02,Chennai,M024,Grinder,Suspension,Morning,1019,356650,987,94,96,97,79.96
04-01-2023,P02,Chennai,M025,Drill,Transmission,Morning,786,290820,800,91,93,98,69.67
04-01-2023,P03,Gurgaon,M001,Press,Engine Parts,Morning,985,367405,1146,85,86,96,63.98
04-01-2023,P03,Gurgaon,M002,Press,Brakes,Night,1078,434434,1106,87,78,97,57.7
04-01-2023,P03,Gurgaon,M003,Welder,Engine Parts,Morning,1094,424472,1044,86,85,97,64.69
04-01-2023,P03,Gurgaon,M004,Grinder,Engine Parts,Morning,838,311736,818,89,85,98,71.25
04-01-2023,P03,Gurgaon,M005,Welder,Chassis,Morning,842,335116,842,98,92,99,78.13
04-01-2023,P03,Gurgaon,M006,Drill,Suspension,Night,1016,406400,1103,81,84,95,61.61
04-01-2023,P03,Gurgaon,M007,Press,Exhaust,Morning,975,359775,1068,89,93,98,73.52
04-01-2023,P03,Gurgaon,M008,Milling,Transmission,Night,913,380721,890,82,84,96,63.43
04-01-2023,P03,Gurgaon,M009,Drill,Engine Parts,Night,736,295136,814,89,86,97,67.33
04-01-2023,P03,Gurgaon,M010,Grinder,Suspension,Night,1037,415837,1020,89,91,98,70.3
04-01-2023,P03,Gurgaon,M011,Drill,Brakes,Night,1007,396758,1029,83,82,95,60.57
04-01-2023,P03,Gurgaon,M012,Press,Exhaust,Morning,743,277139,868,95,95,96,77.63
04-01-2023,P03,Gurgaon,M013,Lathe,Exhaust,Morning,869,333696,889,94,90,99,78.98
04-01-2023,P03,Gurgaon,M014,Grinder,Suspension,Night,942,332526,1108,76,80,98,51.94
04-01-2023,P03,Gurgaon,M015,Lathe,Brakes,Morning,803,315579,919,98,92,98,79.62
04-01-2023,P03,Gurgaon,M016,Lathe,Engine Parts,Night,819,316953,864,86,84,95,62.32
04-01-2023,P03,Gurgaon,M017,Grinder,Transmission,Morning,1072,406288,1159,95,92,97,74.02
04-01-2023,P03,Gurgaon,M018,Press,Engine Parts,Night,1158,466674,1151,87,88,98,71.76
04-01-2023,P03,Gurgaon,M019,Grinder,Engine Parts,Morning,956,391004,1033,94,87,98,70.98
04-01-2023,P03,Gurgaon,M020,Welder,Brakes,Morning,852,336540,999,95,85,98,72.06
04-01-2023,P03,Gurgaon,M021,Drill,Suspension,Morning,1094,409156,1194,96,86,96,72.86
04-01-2023,P03,Gurgaon,M022,Welder,Chassis,Night,964,369212,943,88,79,96,62.7
04-01-2023,P03,Gurgaon,M023,Welder,Brakes,Morning,1166,408100,1136,90,90,97,72.12
04-01-2023,P03,Gurgaon,M024,Drill,Exhaust,Morning,948,380148,973,88,85,99,67.95
04-01-2023,P03,Gurgaon,M025,Press,Exhaust,Night,818,290390,851,87,86,98,63.47
04-01-2023,P04,Bengaluru,M001,Press,Exhaust,Morning,922,368800,1030,89,90,97,73.89
04-01-2023,P04,Bengaluru,M002,CNC,Suspension,Night,831,320766,953,89,85,97,62.89
04-01-2023,P04,Bengaluru,M003,Welder,Exhaust,Morning,1057,393204,1019,89,96,97,79.05
04-01-2023,P04,Bengaluru,M004,Press,Transmission,Morning,906,375084,896,85,91,98,70.92
04-01-2023,P04,Bengaluru,M005,Welder,Exhaust,Morning,1014,389376,1077,98,87,97,76.88
04-01-2023,P04,Bengaluru,M006,CNC,Engine Parts,Night,1169,438375,1154,80,78,97,52.87
04-01-2023,P04,Bengaluru,M007,Drill,Engine Parts,Morning,929,367884,1023,87,86,97,69.14
04-01-2023,P04,Bengaluru,M008,Lathe,Brakes,Night,950,361950,984,84,78,98,58.17
04-01-2023,P04,Bengaluru,M009,Drill,Engine Parts,Morning,1066,402948,1143,88,90,98,64.78
04-01-2023,P04,Bengaluru,M010,Welder,Engine Parts,Morning,1068,410112,1167,89,85,98,68.09
04-01-2023,P04,Bengaluru,M011,Milling,Suspension,Night,881,314517,866,80,86,98,58.77
04-01-2023,P04,Bengaluru,M012,Grinder,Exhaust,Night,1077,443724,1119,84,91,95,61.67
04-01-2023,P04,Bengaluru,M013,Grinder,Chassis,Night,964,357644,1105,88,92,95,67.66
04-01-2023,P04,Bengaluru,M014,CNC,Suspension,Night,697,282982,803,77,80,98,60.01
04-01-2023,P04,Bengaluru,M015,Lathe,Exhaust,Morning,795,327540,845,98,86,98,78.2
04-01-2023,P04,Bengaluru,M016,Lathe,Engine Parts,Night,1169,458248,1151,77,87,95,64.14
04-01-2023,P04,Bengaluru,M017,Lathe,Suspension,Morning,826,317184,909,93,92,96,75.22
04-01-2023,P04,Bengaluru,M018,Milling,Chassis,Night,886,359716,975,81,82,98,60.42
04-01-2023,P04,Bengaluru,M019,Press,Engine Parts,Night,856,323568,900,81,82,95,53.38
04-01-2023,P04,Bengaluru,M020,CNC,Exhaust,Morning,765,315180,809,98,85,96,66.53
04-01-2023,P04,Bengaluru,M021,Drill,Chassis,Night,851,308913,814,76,92,97,57.08
04-01-2023,P04,Bengaluru,M022,Lathe,Suspension,Morning,805,318780,829,88,93,98,73.72
04-01-2023,P04,Bengaluru,M023,Press,Chassis,Morning,958,357334,1110,87,97,97,72.06
04-01-2023,P04,Bengaluru,M024,Press,Engine Parts,Morning,802,282304,816,96,85,96,69.03
04-01-2023,P04,Bengaluru,M025,Lathe,Transmission,Night,800,305600,832,77,86,96,59.16
04-01-2023,P05,Delhi,M001,Grinder,Brakes,Morning,816,319872,806,92,90,97,80.15
04-01-2023,P05,Delhi,M002,Drill,Chassis,Night,900,367200,939,87,89,96,59.62
04-01-2023,P05,Delhi,M003,Lathe,Suspension,Night,696,256128,801,78,90,95,60.83
04-01-2023,P05,Delhi,M004,Drill,Transmission,Morning,824,336192,887,88,87,99,73.82
04-01-2023,P05,Delhi,M005,Drill,Chassis,Night,1123,432355,1175,87,89,95,58.56
04-01-2023,P05,Delhi,M006,Milling,Exhaust,Morning,875,343000,965,96,92,98,75.12
04-01-2023,P05,Delhi,M007,Grinder,Chassis,Morning,758,275154,841,90,89,96,69.4
04-01-2023,P05,Delhi,M008,Grinder,Exhaust,Night,952,378896,934,87,92,98,65.98
04-01-2023,P05,Delhi,M009,CNC,Brakes,Morning,833,345695,892,93,97,97,86.66
04-01-2023,P05,Delhi,M010,Grinder,Brakes,Morning,980,361620,951,85,87,98,60.72
04-01-2023,P05,Delhi,M011,Milling,Suspension,Night,780,301860,846,75,92,98,61.97
04-01-2023,P05,Delhi,M012,CNC,Engine Parts,Night,764,281152,890,79,89,96,60.44
04-01-2023,P05,Delhi,M013,Milling,Suspension,Night,1091,433127,1067,75,80,98,55.5
04-01-2023,P05,Delhi,M014,Milling,Suspension,Night,1093,440479,1052,88,79,96,56.55
04-01-2023,P05,Delhi,M015,Grinder,Chassis,Night,935,343145,1037,86,91,95,72.4
04-01-2023,P05,Delhi,M016,CNC,Engine Parts,Morning,884,365976,899,95,96,98,78.49
04-01-2023,P05,Delhi,M017,Grinder,Engine Parts,Night,1020,396780,1034,86,81,96,58.08
04-01-2023,P05,Delhi,M018,Lathe,Chassis,Morning,1238,434538,1197,93,89,96,67.17
04-01-2023,P05,Delhi,M019,Press,Exhaust,Morning,771,283728,877,97,88,99,82.42
04-01-2023,P05,Delhi,M020,Welder,Engine Parts,Morning,885,326565,987,94,97,99,87.51
04-01-2023,P05,Delhi,M021,Welder,Chassis,Morning,1042,434514,1002,87,94,96,80.59
04-01-2023,P05,Delhi,M022,Milling,Exhaust,Morning,788,311260,847,93,93,99,70.95
04-01-2023,P05,Delhi,M023,Grinder,Suspension,Morning,1164,460944,1199,86,94,98,73.64
04-01-2023,P05,Delhi,M024,Press,Suspension,Morning,877,333260,847,85,96,98,76.98
04-01-2023,P05,Delhi,M025,Lathe,Exhaust,Morning,771,269850,819,96,93,97,86.06
05-01-2023,P01,Pune,M001,Milling,Suspension,Morning,1064,383040,1131,92,89,97,72.11
05-01-2023,P01,Pune,M002,Drill,Suspension,Morning,1106,405902,1072,85,89,99,69.27
05-01-2023,P01,Pune,M003,Welder,Chassis,Night,981,369837,958,86,81,97,61.31
05-01-2023,P01,Pune,M004,Lathe,Chassis,Night,960,390720,1029,79,90,95,58.87
05-01-2023,P01,Pune,M005,Milling,Transmission,Morning,659,264259,1099,95,86,98,53.35
05-01-2023,P01,Pune,M006,Welder,Chassis,Morning,993,397200,963,89,92,98,65.35
05-01-2023,P01,Pune,M007,Welder,Engine Parts,Night,942,354192,913,83,85,97,61.75
05-01-2023,P01,Pune,M008,Press,Engine Parts,Morning,1230,471090,1192,85,95,96,70.52
05-01-2023,P01,Pune,M009,Welder,Exhaust,Night,1041,397662,1012,75,87,95,58.74
05-01-2023,P01,Pune,M010,Press,Brakes,Morning,952,346528,1109,89,94,99,79.06
05-01-2023,P01,Pune,M011,Welder,Exhaust,Morning,958,388948,921,97,94,98,82.82
05-01-2023,P01,Pune,M012,Press,Suspension,Morning,951,391812,928,97,90,97,76.77
05-01-2023,P01,Pune,M013,Milling,Exhaust,Morning,918,382806,906,93,89,96,71.2
05-01-2023,P01,Pune,M014,Welder,Suspension,Night,908,352304,872,89,92,98,77.39
05-01-2023,P01,Pune,M015,Welder,Suspension,Night,1013,414317,1110,83,92,98,63.18
05-01-2023,P01,Pune,M016,Press,Transmission,Night,1005,355770,976,81,82,95,54.63
05-01-2023,P01,Pune,M017,CNC,Transmission,Morning,1049,367150,1191,96,89,99,68.71
05-01-2023,P01,Pune,M018,CNC,Suspension,Morning,805,297850,855,96,91,96,78.95
05-01-2023,P01,Pune,M019,Drill,Suspension,Morning,933,330282,1006,98,89,98,77.84
05-01-2023,P01,Pune,M020,Lathe,Transmission,Night,914,326298,1027,79,81,97,57.16
05-01-2023,P01,Pune,M021,Press,Brakes,Night,983,412860,1156,84,87,96,66.47
05-01-2023,P01,Pune,M022,Grinder,Suspension,Night,1052,410280,1046,83,79,95,51.13
05-01-2023,P01,Pune,M023,Press,Transmission,Morning,728,262080,828,95,91,98,81.16
05-01-2023,P01,Pune,M024,CNC,Exhaust,Morning,750,263250,835,86,95,98,73.88
05-01-2023,P01,Pune,M025,Drill,Exhaust,Morning,921,322350,1029,88,88,96,70.37
05-01-2023,P02,Chennai,M001,Milling,Exhaust,Morning,1218,499380,1161,92,93,96,69.57
05-01-2023,P02,Chennai,M002,Welder,Chassis,Morning,895,354420,987,94,94,96,73.26
05-01-2023,P02,Chennai,M003,Press,Suspension,Morning,1004,371480,1103,95,90,96,73.67
05-01-2023,P02,Chennai,M004,Milling,Brakes,Morning,1042,422010,1142,93,93,98,82.1
05-01-2023,P02,Chennai,M005,CNC,Suspension,Night,799,305218,912,76,91,95,60.77
05-01-2023,P02,Chennai,M006,Press,Transmission,Night,1017,385443,1031,89,87,97,71.13
05-01-2023,P02,Chennai,M007,Drill,Transmission,Night,971,354415,1129,89,78,97,61.71
05-01-2023,P02,Chennai,M008,Lathe,Brakes,Night,831,311625,975,90,89,95,72.95
05-01-2023,P02,Chennai,M009,Grinder,Transmission,Morning,793,295789,809,97,95,97,83.81
05-01-2023,P02,Chennai,M010,Welder,Brakes,Night,760,305520,884,79,79,96,58.87
05-01-2023,P02,Chennai,M011,Press,Brakes,Morning,1133,413545,1175,93,95,97,76.59
05-01-2023,P02,Chennai,M012,CNC,Transmission,Morning,818,306750,932,95,90,98,77.33
05-01-2023,P02,Chennai,M013,Grinder,Engine Parts,Night,813,328452,921,88,81,98,63.8
05-01-2023,P02,Chennai,M014,Drill,Suspension,Morning,1100,412500,1116,96,91,98,79.73
05-01-2023,P02,Chennai,M015,Lathe,Chassis,Night,1096,440592,1085,75,86,95,52.86
05-01-2023,P02,Chennai,M016,Press,Chassis,Night,940,390100,1008,76,85,95,55.25
05-01-2023,P02,Chennai,M017,CNC,Suspension,Night,794,316012,845,77,80,96,55.42
05-01-2023,P02,Chennai,M018,Milling,Transmission,Night,748,307428,851,88,90,97,74.28
05-01-2023,P02,Chennai,M019,Milling,Suspension,Night,1150,476100,1191,78,87,98,55.94
05-01-2023,P02,Chennai,M020,Drill,Exhaust,Morning,799,332384,901,97,94,96,76.51
05-01-2023,P02,Chennai,M021,Lathe,Suspension,Morning,1127,448546,1136,94,92,99,87.29
05-01-2023,P02,Chennai,M022,Press,Chassis,Night,1180,476720,1142,82,89,95,57.69
05-01-2023,P02,Chennai,M023,Press,Brakes,Night,1074,387714,1154,89,84,97,59.65
05-01-2023,P02,Chennai,M024,Grinder,Suspension,Morning,778,317424,849,95,97,99,86.07
05-01-2023,P02,Chennai,M025,Drill,Engine Parts,Night,1024,390144,1019,82,78,97,57.13
